item_id,category_id,semantic_category,broad_categories
183440399,36,bags,accessories
211554952,37,bags,accessories
201071437,36,bags,accessories
101771396,259,bags,accessories
96841275,266,shoes,shoes
91173744,37,bags,accessories
125822566,260,bags,accessories
132603723,37,bags,accessories
204176875,37,bags,accessories
209101408,36,bags,accessories
123362778,261,shoes,shoes
166371447,37,bags,accessories
181822929,259,bags,accessories
173053311,38,bags,accessories
156096272,37,bags,accessories
207797494,37,bags,accessories
49158733,49,shoes,shoes
209913324,40,bags,accessories
112269408,259,bags,accessories
174358926,38,bags,accessories
190419333,37,bags,accessories
211315507,37,bags,accessories
197431598,43,shoes,shoes
197494837,37,bags,accessories
176816837,37,bags,accessories
164967596,39,bags,accessories
49166788,38,bags,accessories
206865806,38,bags,accessories
199521931,37,bags,accessories
209054585,318,bags,accessories
175245825,318,bags,accessories
168091953,38,bags,accessories
187282308,39,bags,accessories
140437619,38,bags,accessories
140709609,268,shoes,shoes
76847051,318,bags,accessories
166241931,259,bags,accessories
195582045,37,bags,accessories
70194862,259,bags,accessories
189556740,38,bags,accessories
110056204,35,bags,accessories
167575814,38,bags,accessories
200818234,36,bags,accessories
188820799,259,bags,accessories
177426515,36,bags,accessories
210610538,318,bags,accessories
186261319,37,bags,accessories
61530422,38,bags,accessories
197746223,258,bags,accessories
209325760,318,bags,accessories
130007534,38,bags,accessories
77455489,38,bags,accessories
178716723,35,bags,accessories
149670870,37,bags,accessories
202873538,38,bags,accessories
168392602,258,bags,accessories
203183240,36,bags,accessories
206718722,106,jewellery,accessories
209171788,318,bags,accessories
135889945,259,bags,accessories
195235394,318,bags,accessories
133259144,49,shoes,shoes
169024992,36,bags,accessories
121760703,261,shoes,shoes
184818286,37,bags,accessories
182451905,318,bags,accessories
125547913,318,bags,accessories
180367929,38,bags,accessories
200829830,37,bags,accessories
55828282,261,shoes,shoes
201436985,46,shoes,shoes
187591614,46,shoes,shoes
159577962,37,bags,accessories
212824070,50,shoes,shoes
200363497,37,bags,accessories
202243909,38,bags,accessories
90428084,36,bags,accessories
202170903,37,bags,accessories
180428115,318,bags,accessories
200430952,48,shoes,shoes
159931635,37,bags,accessories
204531217,37,bags,accessories
73569733,318,bags,accessories
204798723,43,shoes,shoes
171698056,38,bags,accessories
169673924,46,shoes,shoes
195048040,38,bags,accessories
162276026,37,bags,accessories
205135763,37,bags,accessories
106674292,37,bags,accessories
201512926,37,bags,accessories
169348966,38,bags,accessories
161603215,259,bags,accessories
193678195,49,shoes,shoes
200982963,37,bags,accessories
145405386,318,bags,accessories
162839762,38,bags,accessories
183021602,37,bags,accessories
140758336,259,bags,accessories
193834966,42,shoes,shoes
181203442,38,bags,accessories
194014911,38,bags,accessories
14688074,37,bags,accessories
210479422,38,bags,accessories
155077803,4461,bags,accessories
125505871,38,bags,accessories
201921623,40,bags,accessories
178544907,38,bags,accessories
196825745,39,bags,accessories
169510905,37,bags,accessories
212208758,46,shoes,shoes
204798012,37,bags,accessories
141258479,37,bags,accessories
153895497,47,shoes,shoes
72627441,318,bags,accessories
174244755,36,bags,accessories
69708256,318,bags,accessories
196367171,37,bags,accessories
205679035,37,bags,accessories
202028869,318,bags,accessories
207485875,36,bags,accessories
201983028,318,bags,accessories
139951273,37,bags,accessories
72092510,38,bags,accessories
154674968,37,bags,accessories
198096830,259,bags,accessories
176848040,43,shoes,shoes
123744621,258,bags,accessories
111720131,37,bags,accessories
138741904,37,bags,accessories
171333475,37,bags,accessories
185001666,41,shoes,shoes
196708433,259,bags,accessories
206862331,38,bags,accessories
112692959,318,bags,accessories
166660731,37,bags,accessories
188691234,318,bags,accessories
202026382,41,shoes,shoes
74210516,49,shoes,shoes
209587551,318,bags,accessories
203728756,37,bags,accessories
173626542,259,bags,accessories
203122732,318,bags,accessories
177826873,38,bags,accessories
201617728,318,bags,accessories
181048841,318,bags,accessories
38446618,39,bags,accessories
143309981,37,bags,accessories
212018885,37,bags,accessories
133063857,37,bags,accessories
211267789,38,bags,accessories
195199143,35,bags,accessories
200152050,37,bags,accessories
207718048,259,bags,accessories
88033565,37,bags,accessories
13699795,37,bags,accessories
202201680,46,shoes,shoes
210233033,36,bags,accessories
169782796,46,shoes,shoes
210871929,37,bags,accessories
126032815,19,tops,tops
187409312,37,bags,accessories
202371962,38,bags,accessories
154092717,37,bags,accessories
70118559,38,bags,accessories
102891416,38,bags,accessories
139571763,37,bags,accessories
209793853,41,shoes,shoes
143476684,40,bags,accessories
213279622,37,bags,accessories
189993595,261,shoes,shoes
204528212,38,bags,accessories
144276516,259,bags,accessories
156934315,37,bags,accessories
203288831,36,bags,accessories
156567233,37,bags,accessories
192450187,259,bags,accessories
157230529,318,bags,accessories
208969575,37,bags,accessories
196133478,37,bags,accessories
111177938,38,bags,accessories
169325337,318,bags,accessories
212767225,46,shoes,shoes
210171738,318,bags,accessories
133375858,40,bags,accessories
194504754,318,bags,accessories
145816058,37,bags,accessories
214629582,318,bags,accessories
206993924,36,bags,accessories
119145741,318,bags,accessories
212140191,37,bags,accessories
182796646,259,bags,accessories
155817469,318,bags,accessories
207120308,37,bags,accessories
201087451,36,bags,accessories
206452475,37,bags,accessories
173105504,259,bags,accessories
180221400,37,bags,accessories
181863696,261,shoes,shoes
204683870,49,shoes,shoes
183010273,37,bags,accessories
128130444,46,shoes,shoes
116983449,318,bags,accessories
172974953,258,bags,accessories
178831497,21,tops,tops
123704552,38,bags,accessories
73653208,42,shoes,shoes
141087974,43,shoes,shoes
141464527,35,bags,accessories
133953050,38,bags,accessories
208493001,318,bags,accessories
205466752,36,bags,accessories
204402555,38,bags,accessories
132452130,37,bags,accessories
173981806,37,bags,accessories
123163905,38,bags,accessories
104386568,38,bags,accessories
194173216,36,bags,accessories
202783237,259,bags,accessories
186064150,37,bags,accessories
207348510,35,bags,accessories
204334737,49,shoes,shoes
187645186,36,bags,accessories
209560079,318,bags,accessories
209527018,37,bags,accessories
133726508,35,bags,accessories
108972219,37,bags,accessories
193879759,36,bags,accessories
189745692,37,bags,accessories
199612080,36,bags,accessories
151492217,39,bags,accessories
175190940,318,bags,accessories
208642439,36,bags,accessories
174880264,38,bags,accessories
148982223,36,bags,accessories
198092698,37,bags,accessories
184694744,318,bags,accessories
114931274,40,bags,accessories
183094359,37,bags,accessories
178496262,39,bags,accessories
191671914,37,bags,accessories
208031563,39,bags,accessories
172355594,106,jewellery,accessories
183239218,37,bags,accessories
204143300,38,bags,accessories
183368911,318,bags,accessories
159129159,37,bags,accessories
125810105,318,bags,accessories
184014256,35,bags,accessories
119064031,37,bags,accessories
168224279,38,bags,accessories
155140492,38,bags,accessories
192510359,38,bags,accessories
173133069,40,bags,accessories
174697458,46,shoes,shoes
207833497,37,bags,accessories
213910179,46,shoes,shoes
199998260,37,bags,accessories
120603696,40,bags,accessories
55352846,36,bags,accessories
97083478,38,bags,accessories
190043362,38,bags,accessories
197638277,36,bags,accessories
62983778,36,bags,accessories
211180065,46,shoes,shoes
183178070,36,bags,accessories
174388784,265,shoes,shoes
198641025,46,shoes,shoes
144990749,37,bags,accessories
201573896,259,bags,accessories
192697539,259,bags,accessories
207007174,49,shoes,shoes
191985708,318,bags,accessories
109130798,37,bags,accessories
212425102,37,bags,accessories
169751133,38,bags,accessories
206764568,318,bags,accessories
186533660,38,bags,accessories
186194444,37,bags,accessories
187285900,261,shoes,shoes
207656146,38,bags,accessories
146400702,38,bags,accessories
116067106,38,bags,accessories
211701244,36,bags,accessories
81220432,38,bags,accessories
190340933,318,bags,accessories
204224738,38,bags,accessories
90497446,37,bags,accessories
178702900,318,bags,accessories
188627709,318,bags,accessories
124921177,42,shoes,shoes
188452877,37,bags,accessories
187979232,39,bags,accessories
208379919,318,bags,accessories
209109785,37,bags,accessories
134795744,35,bags,accessories
192710337,37,bags,accessories
185863262,38,bags,accessories
170115843,49,shoes,shoes
171922827,39,bags,accessories
207205686,318,bags,accessories
211511330,259,bags,accessories
202387478,35,bags,accessories
196862128,37,bags,accessories
167786380,36,bags,accessories
174988519,37,bags,accessories
208442500,46,shoes,shoes
159394075,35,bags,accessories
60726918,37,bags,accessories
194644982,318,bags,accessories
210380025,318,bags,accessories
201099838,318,bags,accessories
188373406,318,bags,accessories
210935037,36,bags,accessories
119050794,38,bags,accessories
209738286,36,bags,accessories
197580749,37,bags,accessories
199902995,38,bags,accessories
213799552,38,bags,accessories
176936173,46,shoes,shoes
208913640,37,bags,accessories
181224375,318,bags,accessories
203429761,259,bags,accessories
200592659,38,bags,accessories
211317455,37,bags,accessories
159938478,38,bags,accessories
213475672,36,bags,accessories
169024990,36,bags,accessories
165029012,37,bags,accessories
59328831,318,bags,accessories
205727724,38,bags,accessories
209134479,318,bags,accessories
176422589,259,bags,accessories
197730616,37,bags,accessories
194561255,37,bags,accessories
205235184,38,bags,accessories
203526643,38,bags,accessories
168065273,259,bags,accessories
212394689,259,bags,accessories
213064823,37,bags,accessories
185463700,259,bags,accessories
190054419,318,bags,accessories
188529439,46,shoes,shoes
132009701,36,bags,accessories
202734743,318,bags,accessories
200583036,37,bags,accessories
201625081,37,bags,accessories
163215721,259,bags,accessories
194346900,38,bags,accessories
192097160,318,bags,accessories
200544475,259,bags,accessories
176907738,258,bags,accessories
204454982,304,sunglasses,accessories
97303167,36,bags,accessories
214050757,318,bags,accessories
205465612,37,bags,accessories
87342526,36,bags,accessories
187719393,37,bags,accessories
192554825,37,bags,accessories
195543264,37,bags,accessories
140649494,318,bags,accessories
202075099,36,bags,accessories
202812842,37,bags,accessories
196382428,38,bags,accessories
160601835,38,bags,accessories
178260534,318,bags,accessories
189275863,37,bags,accessories
169939112,38,bags,accessories
189210574,38,bags,accessories
163712975,46,shoes,shoes
179960077,38,bags,accessories
128991595,46,shoes,shoes
74212631,38,bags,accessories
211360962,259,bags,accessories
193541680,318,bags,accessories
95995613,42,shoes,shoes
186161126,318,bags,accessories
172570704,318,bags,accessories
21507820,261,shoes,shoes
133761960,37,bags,accessories
186680525,318,bags,accessories
171338645,38,bags,accessories
135548102,318,bags,accessories
185973522,38,bags,accessories
197681087,38,bags,accessories
138020902,37,bags,accessories
187025424,261,shoes,shoes
101071820,37,bags,accessories
209135297,46,shoes,shoes
173865657,36,bags,accessories
171499589,37,bags,accessories
201634303,39,bags,accessories
132744896,38,bags,accessories
182899349,38,bags,accessories
150014961,259,bags,accessories
209057260,37,bags,accessories
176456295,38,bags,accessories
194094966,37,bags,accessories
157640188,37,bags,accessories
208042097,259,bags,accessories
195166689,259,bags,accessories
171903648,36,bags,accessories
69638778,39,bags,accessories
101816169,318,bags,accessories
86149412,36,bags,accessories
66473603,261,shoes,shoes
208919905,42,shoes,shoes
99224125,259,bags,accessories
157657051,38,bags,accessories
83278636,37,bags,accessories
172615485,318,bags,accessories
187715686,36,bags,accessories
10701761,42,shoes,shoes
166930108,37,bags,accessories
206602271,46,shoes,shoes
202001594,37,bags,accessories
187961583,49,shoes,shoes
194884803,37,bags,accessories
159590037,49,shoes,shoes
114144622,318,bags,accessories
171190870,37,bags,accessories
85402838,37,bags,accessories
211944194,37,bags,accessories
67616057,36,bags,accessories
173852743,261,shoes,shoes
200275385,259,bags,accessories
105688928,259,bags,accessories
68107717,49,shoes,shoes
204252449,48,shoes,shoes
193591162,38,bags,accessories
194851942,37,bags,accessories
213805230,38,bags,accessories
198951012,37,bags,accessories
209687220,36,bags,accessories
180899186,36,bags,accessories
179031039,259,bags,accessories
208008031,259,bags,accessories
110500413,104,tops,tops
166428261,39,bags,accessories
195191830,36,bags,accessories
213570142,259,bags,accessories
204431555,43,shoes,shoes
193486500,318,bags,accessories
179272808,42,shoes,shoes
181672945,259,bags,accessories
193684980,37,bags,accessories
192163385,37,bags,accessories
211163897,37,bags,accessories
207493010,318,bags,accessories
152778651,50,shoes,shoes
208585835,37,bags,accessories
180620852,259,bags,accessories
207130869,37,bags,accessories
199970000,21,tops,tops
111054382,36,bags,accessories
129738741,36,bags,accessories
138216173,38,bags,accessories
155012065,38,bags,accessories
203803337,37,bags,accessories
192410370,37,bags,accessories
199249444,48,shoes,shoes
207724007,38,bags,accessories
180688792,46,shoes,shoes
208963061,318,bags,accessories
177602069,38,bags,accessories
137030245,39,bags,accessories
191482507,36,bags,accessories
195816993,259,bags,accessories
99024099,36,bags,accessories
183162059,318,bags,accessories
187607279,36,bags,accessories
170608328,38,bags,accessories
50850083,37,bags,accessories
173480802,46,shoes,shoes
212429674,46,shoes,shoes
200993775,38,bags,accessories
189730854,37,bags,accessories
176706329,37,bags,accessories
200478667,21,tops,tops
202028507,318,bags,accessories
201628089,39,bags,accessories
185970047,37,bags,accessories
132268035,39,bags,accessories
175073082,37,bags,accessories
172590974,37,bags,accessories
186851295,38,bags,accessories
135010242,39,bags,accessories
174553262,259,bags,accessories
186762329,36,bags,accessories
213500250,46,shoes,shoes
158861355,37,bags,accessories
185677825,37,bags,accessories
213040106,37,bags,accessories
209849639,37,bags,accessories
184998751,318,bags,accessories
202024406,37,bags,accessories
173577171,39,bags,accessories
209177652,259,bags,accessories
127367730,263,shoes,shoes
194699966,37,bags,accessories
127508819,42,shoes,shoes
208196016,50,shoes,shoes
195079694,46,shoes,shoes
195795486,36,bags,accessories
186658866,261,shoes,shoes
209950985,318,bags,accessories
179242306,318,bags,accessories
188595042,318,bags,accessories
183689351,258,bags,accessories
197824486,38,bags,accessories
210797098,43,shoes,shoes
200687089,48,shoes,shoes
199454730,37,bags,accessories
163749516,43,shoes,shoes
149406187,37,bags,accessories
173699885,46,shoes,shoes
206587185,37,bags,accessories
199989907,39,bags,accessories
145686023,37,bags,accessories
209171228,37,bags,accessories
194090199,4,all-body,tops
204161065,37,bags,accessories
43524310,36,bags,accessories
168932142,38,bags,accessories
196185866,318,bags,accessories
197646725,37,bags,accessories
187724785,38,bags,accessories
211683630,46,shoes,shoes
165920027,37,bags,accessories
200497158,39,bags,accessories
191372067,318,bags,accessories
64543240,318,bags,accessories
165798838,38,bags,accessories
158494817,47,shoes,shoes
188370081,50,shoes,shoes
182237895,38,bags,accessories
17781602,35,bags,accessories
103048066,36,bags,accessories
113745991,38,bags,accessories
177165475,38,bags,accessories
210349468,46,shoes,shoes
28528682,266,shoes,shoes
200705338,36,bags,accessories
188563326,38,bags,accessories
190281265,38,bags,accessories
157674411,37,bags,accessories
109156746,40,bags,accessories
201629926,37,bags,accessories
199963526,37,bags,accessories
212029091,318,bags,accessories
192324059,38,bags,accessories
206880135,37,bags,accessories
210510475,259,bags,accessories
115209508,46,shoes,shoes
171783763,36,bags,accessories
105049465,38,bags,accessories
165215985,318,bags,accessories
111246437,38,bags,accessories
169702903,318,bags,accessories
133785405,38,bags,accessories
207128333,38,bags,accessories
203414510,36,bags,accessories
186293232,40,bags,accessories
165753540,38,bags,accessories
111706290,38,bags,accessories
198314449,37,bags,accessories
202829895,38,bags,accessories
195315894,261,shoes,shoes
198747339,318,bags,accessories
212894603,36,bags,accessories
153033422,36,bags,accessories
152819528,36,bags,accessories
201117278,37,bags,accessories
204221223,37,bags,accessories
211604874,259,bags,accessories
200981495,37,bags,accessories
130012895,21,tops,tops
210402829,36,bags,accessories
182108171,38,bags,accessories
211694243,36,bags,accessories
209922477,318,bags,accessories
171132319,259,bags,accessories
174334947,37,bags,accessories
142700161,37,bags,accessories
209134471,318,bags,accessories
154771632,318,bags,accessories
180171407,38,bags,accessories
211901025,36,bags,accessories
163802369,38,bags,accessories
206289549,272,tops,tops
187547548,37,bags,accessories
177157609,318,bags,accessories
197097077,259,bags,accessories
191294127,37,bags,accessories
203984258,37,bags,accessories
148530285,43,shoes,shoes
202091546,261,shoes,shoes
209128550,37,bags,accessories
186539685,37,bags,accessories
185173860,261,shoes,shoes
151573759,37,bags,accessories
85905858,38,bags,accessories
184857405,36,bags,accessories
191311010,36,bags,accessories
94146569,38,bags,accessories
172293114,259,bags,accessories
162604337,259,bags,accessories
137269278,38,bags,accessories
159270359,47,shoes,shoes
188159473,36,bags,accessories
194345050,50,shoes,shoes
149181117,37,bags,accessories
201003118,37,bags,accessories
171174536,36,bags,accessories
178104298,49,shoes,shoes
152327888,38,bags,accessories
213430331,37,bags,accessories
199385964,37,bags,accessories
206237115,318,bags,accessories
192463786,38,bags,accessories
187523177,37,bags,accessories
